+-------------+---------------+----------+------+----+
| first_name  |   last_name   |  salary  | year | HR |
| Rod         | Brewer        | 100000   | 1990 | 0  |
| Jamie       | Brewington    | 109000   | 1995 | 0  |
| Greg        | Briley        | 109000   | 1993 | 3  |
| Greg        | Briley        | 570000   | 1992 | 5  |
| Greg        | Briley        | 265000   | 1991 | 2  |
| Greg        | Briley        | 150000   | 1990 | 5  |
| Greg        | Briley        | 68000    | 1989 | 13 |
| John        | Briscoe       | 150000   | 1996 | 0  |
| John        | Briscoe       | 150000   | 1995 | 0  |
| John        | Briscoe       | 114000   | 1994 | 0  |
| John        | Briscoe       | 110000   | 1993 | 0  |
| Jorge       | Brito         | 130000   | 1996 | 0  |
| Jorge       | Brito         | 109000   | 1995 | 0  |
| Tilson      | Brito         | 160000   | 1997 | 2  |
| Tilson      | Brito         | 160000   | 1997 | 0  |
| Tilson      | Brito         | 109000   | 1996 | 1  |
| Doug        | Brocail       | 1300000  | 2000 | 0  |
| Doug        | Brocail       | 900000   | 1999 | 0  |
| Doug        | Brocail       | 850000   | 1998 | 0  |
| Doug        | Brocail       | 425000   | 1997 | 0  |
| Doug        | Brocail       | 220000   | 1996 | 0  |
| Doug        | Brocail       | 155000   | 1995 | 0  |
| Doug        | Brocail       | 150000   | 1994 | 0  |
| Doug        | Brocail       | 109000   | 1993 | 0  |
| Chris       | Brock         | 700000   | 2001 | 0  |
| Chris       | Brock         | 250000   | 2000 | 1  |
| Chris       | Brock         | 215000   | 1999 | 0  |
| Chris       | Brock         | 190000   | 1998 | 0  |
| Greg        | Brock         | 937500   | 1991 | 1  |
| Greg        | Brock         | 787500   | 1990 | 7  |
| Greg        | Brock         | 700000   | 1989 | 12 |
| Greg        | Brock         | 600000   | 1988 | 6  |
| Greg        | Brock         | 405000   | 1987 | 13 |
| Greg        | Brock         | 325000   | 1986 | 16 |
| Greg        | Brock         | 150000   | 1985 | 21 |
| Tarrik      | Brock         | 200000   | 2000 | 0  |
| Rico        | Brogna        | 1500000  | 2001 | 3  |
| Rico        | Brogna        | 4200000  | 2000 | 1  |
| Rico        | Brogna        | 4200000  | 2000 | 1  |
| Rico        | Brogna        | 3200000  | 1999 | 24 |
| Rico        | Brogna        | 1725000  | 1998 | 20 |
| Rico        | Brogna        | 450000   | 1997 | 20 |
| Rico        | Brogna        | 325000   | 1996 | 7  |
| Rico        | Brogna        | 125000   | 1995 | 22 |
| Rico        | Brogna        | 109000   | 1994 | 7  |
| Jeff        | Bronkey       | 116000   | 1995 | 0  |
| Jeff        | Bronkey       | 114000   | 1994 | 0  |
| Jeff        | Bronkey       | 109000   | 1993 | 0  |
| Hubie       | Brooks        | 350000   | 1994 | 1  |
| Hubie       | Brooks        | 350000   | 1993 | 1  |
| Hubie       | Brooks        | 2316667  | 1992 | 8  |
| Hubie       | Brooks        | 2316666  | 1991 | 16 |
| Hubie       | Brooks        | 1366667  | 1990 | 20 |
| Hubie       | Brooks        | 950000   | 1989 | 14 |
| Hubie       | Brooks        | 850000   | 1988 | 20 |
| Hubie       | Brooks        | 765000   | 1987 | 14 |
| Hubie       | Brooks        | 650000   | 1986 | 14 |
| Hubie       | Brooks        | 550000   | 1985 | 13 |
| Tom         | Brookens      | 425000   | 1990 | 1  |
| Tom         | Brookens      | 475000   | 1989 | 4  |
| Tom         | Brookens      | 350000   | 1988 | 5  |
| Tom         | Brookens      | 360000   | 1987 | 13 |
| Tom         | Brookens      | 325000   | 1986 | 3  |
| Tom         | Brookens      | 250000   | 1985 | 7  |
| Scott       | Brosius       | 5250000  | 2001 | 13 |
| Scott       | Brosius       | 5250000  | 2000 | 16 |
| Scott       | Brosius       | 5250000  | 1999 | 17 |
| Scott       | Brosius       | 2650000  | 1998 | 19 |
| Scott       | Brosius       | 2550000  | 1997 | 11 |
| Scott       | Brosius       | 970000   | 1996 | 22 |
| Scott       | Brosius       | 235000   | 1995 | 17 |
| Scott       | Brosius       | 165000   | 1994 | 14 |
| Scott       | Brosius       | 130000   | 1993 | 6  |
| Scott       | Brosius       | 113000   | 1992 | 4  |
| Bob         | Brower        | 98000    | 1988 | 1  |
| Bob         | Brower        | 62500    | 1987 | 14 |
| Adrian      | Brown         | 380000   | 2001 | 1  |
| Adrian      | Brown         | 285000   | 2000 | 4  |
| Adrian      | Brown         | 220000   | 1999 | 4  |
| Adrian      | Brown         | 178000   | 1998 | 0  |
| Bobby       | Brown         | 150000   | 1985 | 0  |
| Brant       | Brown         | 315000   | 2000 | 3  |
| Brant       | Brown         | 315000   | 2000 | 2  |
| Brant       | Brown         | 290000   | 1999 | 16 |
| Brant       | Brown         | 180000   | 1998 | 14 |
| Brant       | Brown         | 155000   | 1997 | 5  |
| Chris       | Brown         | 265000   | 1988 | 2  |
| Chris       | Brown         | 215000   | 1987 | 6  |
| Chris       | Brown         | 215000   | 1987 | 6  |
| Chris       | Brown         | 155000   | 1986 | 7  |
| Chris       | Brown         | 60000    | 1985 | 16 |
| Dee         | Brown         | 205000   | 2001 | 7  |
| Emil        | Brown         | 265000   | 2001 | 3  |
| Emil        | Brown         | 265000   | 2001 | 0  |
| Emil        | Brown         | 150000   | 1997 | 2  |
| Jarvis      | Brown         | 112000   | 1992 | 0  |
| Jerry       | Browne        | 650000   | 1995 | 1  |
| Jerry       | Browne        | 650000   | 1994 | 3  |
| Jerry       | Browne        | 625000   | 1993 | 2  |
| Jerry       | Browne        | 800000   | 1991 | 1  |
| Jerry       | Browne        | 310000   | 1990 | 6  |
| Jerry       | Browne        | 125000   | 1989 | 5  |
| Jerry       | Browne        | 117500   | 1988 | 1  |
| Jerry       | Browne        | 62500    | 1987 | 1  |
| Kevin       | Brown         | 15714286 | 2001 | 1  |
| Kevin       | Brown         | 15714286 | 2000 | 0  |
| Kevin       | Brown         | 10714286 | 1999 | 0  |
| Kevin       | Brown         | 4935000  | 1998 | 0  |
| Kevin       | Brown         | 4510000  | 1997 | 0  |
| Kevin       | Brown         | 3350000  | 1996 | 0  |
| Kevin       | Brown         | 4225000  | 1995 | 0  |
| Kevin       | Brown         | 4225000  | 1994 | 0  |
| Kevin       | Brown         | 2800000  | 1993 | 0  |
| Kevin       | Brown         | 1200000  | 1992 | 0  |
| Kevin       | Brown         | 355000   | 1991 | 0  |
| Kevin       | Brown         | 218000   | 1990 | 0  |
| Kevin       | Brown         | 72500    | 1989 | 0  |
| Keith       | Brown         | 100000   | 1990 | 0  |
| Kevin       | Brown         | 100000   | 1990 | 0  |
| Kevin       | Brown         | 100000   | 1990 | 0  |
| Kevin       | Brown         | 170000   | 1998 | 2  |
| Marty       | Brown         | 100000   | 1990 | 0  |
| Mike        | Brown         | 80000    | 1986 | 0  |
| Mike        | Brown         | 80000    | 1986 | 0  |
| Roosevelt   | Brown         | 230000   | 2001 | 4  |
| Roosevelt   | Brown         | 210000   | 2000 | 3  |
| Tom         | Browning      | 583333   | 1995 | 0  |
| Tom         | Browning      | 300000   | 1995 | 0  |
| Tom         | Browning      | 3750000  | 1994 | 0  |
| Tom         | Browning      | 2250000  | 1993 | 1  |
| Tom         | Browning      | 3250000  | 1992 | 0  |
| Tom         | Browning      | 2425000  | 1991 | 1  |
| Tom         | Browning      | 2125000  | 1990 | 0  |
| Tom         | Browning      | 1025000  | 1989 | 0  |
| Tom         | Browning      | 442500   | 1988 | 0  |
| Tom         | Browning      | 287500   | 1987 | 0  |
| Tom         | Browning      | 215000   | 1986 | 0  |
| Tom         | Browning      | 60000    | 1985 | 0  |
| Scott       | Brow          | 225000   | 1998 | 0  |
| Scott       | Brow          | 115000   | 1996 | 0  |
| Scott       | Brow          | 115000   | 1994 | 0  |
| Scott       | Brow          | 109000   | 1993 | 0  |
| J. T.       | Bruett        | 121000   | 1993 | 0  |
| Jacob       | Brumfield     | 385000   | 1999 | 2  |
| Jacob       | Brumfield     | 240000   | 1999 | 2  |
| Jacob       | Brumfield     | 385000   | 1999 | 0  |
| Jacob       | Brumfield     | 240000   | 1999 | 0  |
| Jacob       | Brumfield     | 1050000  | 1997 | 2  |
| Jacob       | Brumfield     | 350000   | 1996 | 12 |
| Jacob       | Brumfield     | 350000   | 1996 | 2  |
| Jacob       | Brumfield     | 225000   | 1995 | 4  |
| Jacob       | Brumfield     | 170000   | 1994 | 4  |
| Jacob       | Brumfield     | 117500   | 1993 | 6  |
| Jacob       | Brumfield     | 109000   | 1992 | 0  |
| Mike        | Brumley       | 120000   | 1990 | 0  |
| Mike        | Brumley       | 75000    | 1989 | 1  |
| Greg        | Brummett      | 109000   | 1993 | 0  |
| Greg        | Brummett      | 109000   | 1993 | 0  |
| Tom         | Brunansky     | 1100000  | 1994 | 10 |
| Tom         | Brunansky     | 1100000  | 1994 | 0  |
| Tom         | Brunansky     | 1100000  | 1993 | 6  |
| Tom         | Brunansky     | 2850000  | 1992 | 15 |
| Tom         | Brunansky     | 2500000  | 1991 | 16 |
| Tom         | Brunansky     | 1500000  | 1990 | 15 |
| Tom         | Brunansky     | 1500000  | 1990 | 1  |
| Tom         | Brunansky     | 1240000  | 1989 | 20 |
| Tom         | Brunansky     | 1140000  | 1988 | 22 |
| Tom         | Brunansky     | 1140000  | 1988 | 1  |
| Tom         | Brunansky     | 940000   | 1987 | 32 |
| Tom         | Brunansky     | 740000   | 1986 | 23 |
| Tom         | Brunansky     | 425000   | 1985 | 27 |
| Jim         | Bruske        | 200000   | 2000 | 0  |
| Jim         | Bruske        | 200000   | 1998 | 0  |
| Jim         | Bruske        | 200000   | 1998 | 0  |
| Jim         | Bruske        | 200000   | 1998 | 0  |
| Jim         | Bruske        | 185000   | 1997 | 0  |
| Warren      | Brusstar      | 375000   | 1985 | 0  |
| Brian       | Buchanan      | 205000   | 2001 | 10 |
| Bill        | Buckner       | 400000   | 1989 | 1  |
| Bill        | Buckner       | 400000   | 1988 | 3  |
| Bill        | Buckner       | 400000   | 1988 | 0  |
| Bill        | Buckner       | 366667   | 1987 | 3  |
| Bill        | Buckner       | 62500    | 1987 | 3  |
| Bill        | Buckner       | 366667   | 1987 | 2  |
| Bill        | Buckner       | 62500    | 1987 | 2  |
| Bill        | Buckner       | 785000   | 1986 | 18 |
| Bill        | Buckner       | 747500   | 1985 | 16 |
| Steve       | Buechele      | 2550000  | 1994 | 14 |
| Steve       | Buechele      | 2900000  | 1993 | 15 |
| Steve       | Buechele      | 2600000  | 1992 | 8  |
| Steve       | Buechele      | 2600000  | 1992 | 1  |
| Steve       | Buechele      | 775000   | 1991 | 18 |
| Steve       | Buechele      | 775000   | 1991 | 4  |
| Steve       | Buechele      | 550000   | 1990 | 7  |
| Steve       | Buechele      | 430000   | 1989 | 16 |
| Steve       | Buechele      | 180000   | 1988 | 16 |
| Steve       | Buechele      | 135000   | 1987 | 13 |
| Steve       | Buechele      | 85000    | 1986 | 18 |
| Mark        | Buehrle       | 225000   | 2001 | 0  |
| Damon       | Buford        | 1100000  | 2001 | 3  |
| Damon       | Buford        | 1100000  | 2000 | 15 |
| Damon       | Buford        | 1100000  | 1999 | 6  |
| Damon       | Buford        | 460000   | 1998 | 10 |
| Damon       | Buford        | 225000   | 1997 | 8  |
| Damon       | Buford        | 165000   | 1996 | 6  |
| Damon       | Buford        | 140000   | 1995 | 4  |
| Damon       | Buford        | 140000   | 1995 | 0  |
| Damon       | Buford        | 130000   | 1994 | 0  |
| Damon       | Buford        | 109000   | 1993 | 2  |
| Jay         | Buhner        | 1850000  | 2001 | 2  |
| Jay         | Buhner        | 1450000  | 2000 | 26 |
| Jay         | Buhner        | 4816804  | 1999 | 14 |
| Jay         | Buhner        | 5367702  | 1998 | 15 |
| Jay         | Buhner        | 4827962  | 1997 | 40 |
| Jay         | Buhner        | 5641667  | 1996 | 44 |
| Jay         | Buhner        | 4066666  | 1995 | 40 |
| Jay         | Buhner        | 4350000  | 1994 | 21 |
| Jay         | Buhner        | 2772500  | 1993 | 27 |
| Jay         | Buhner        | 1445000  | 1992 | 25 |
| Jay         | Buhner        | 247500   | 1991 | 27 |
| Jay         | Buhner        | 180000   | 1990 | 7  |
| Jay         | Buhner        | 80000    | 1989 | 9  |
| Jay         | Buhner        | 67000    | 1988 | 10 |
| Jay         | Buhner        | 67000    | 1988 | 3  |
| DeWayne     | Buice         | 150000   | 1988 | 0  |
| DeWayne     | Buice         | 62500    | 1987 | 0  |
| Scott       | Bullett       | 160000   | 1996 | 3  |
| Scott       | Bullett       | 115000   | 1995 | 3  |
| Scott       | Bullett       | 110800   | 1993 | 0  |
| Jim         | Bullinger     | 400000   | 1998 | 0  |
| Jim         | Bullinger     | 525000   | 1997 | 1  |
| Jim         | Bullinger     | 385000   | 1996 | 2  |
| Jim         | Bullinger     | 187500   | 1995 | 0  |
| Jim         | Bullinger     | 150000   | 1994 | 0  |
| Jim         | Bullinger     | 145000   | 1993 | 0  |
| Kirk        | Bullinger     | 170000   | 1998 | 0  |
| Al          | Bumbry        | 160000   | 1985 | 1  |
| Dave        | Burba         | 5000000  | 2001 | 0  |
| Dave        | Burba         | 5000000  | 2000 | 0  |
| Dave        | Burba         | 4666664  | 1999 | 0  |
| Dave        | Burba         | 2800000  | 1998 | 1  |
| Dave        | Burba         | 2100000  | 1997 | 0  |
| Dave        | Burba         | 1125000  | 1996 | 2  |
| Dave        | Burba         | 600000   | 1995 | 0  |
| Dave        | Burba         | 600000   | 1995 | 0  |
| Dave        | Burba         | 230000   | 1994 | 0  |
| Dave        | Burba         | 140000   | 1993 | 0  |
| Dave        | Burba         | 130000   | 1992 | 0  |
| Dave        | Burba         | 100000   | 1990 | 0  |
| Enrique     | Burgos        | 110000   | 1995 | 0  |
| John        | Burkett       | 1750000  | 2001 | 0  |
| John        | Burkett       | 750000   | 2000 | 0  |
| John        | Burkett       | 4000000  | 1999 | 0  |
| John        | Burkett       | 4000000  | 1998 | 0  |
| John        | Burkett       | 3550000  | 1997 | 0  |
| John        | Burkett       | 3550000  | 1996 | 0  |
| John        | Burkett       | 3550000  | 1996 | 0  |
| John        | Burkett       | 3350000  | 1995 | 0  |
| John        | Burkett       | 3550000  | 1994 | 0  |
| John        | Burkett       | 1700000  | 1993 | 0  |
| John        | Burkett       | 375000   | 1992 | 0  |
| John        | Burkett       | 230000   | 1991 | 0  |
| John        | Burkett       | 100000   | 1990 | 0  |
| John        | Burke         | 151500   | 1997 | 0  |
| Tim         | Burke         | 2266667  | 1992 | 0  |
| Tim         | Burke         | 2266667  | 1992 | 0  |
| Tim         | Burke         | 2266667  | 1991 | 0  |
| Tim         | Burke         | 2266667  | 1991 | 0  |
| Tim         | Burke         | 1600000  | 1990 | 0  |
| Tim         | Burke         | 740000   | 1989 | 0  |
| Tim         | Burke         | 625000   | 1988 | 0  |
| Tim         | Burke         | 210000   | 1987 | 0  |
| Tim         | Burke         | 160000   | 1986 | 0  |
| Ellis       | Burks         | 5666667  | 2001 | 28 |
| Ellis       | Burks         | 5500000  | 2000 | 24 |
| Ellis       | Burks         | 4500000  | 1999 | 31 |
| Ellis       | Burks         | 4900000  | 1998 | 16 |
| Ellis       | Burks         | 4900000  | 1998 | 5  |
| Ellis       | Burks         | 4000000  | 1997 | 32 |
| Ellis       | Burks         | 4033333  | 1996 | 40 |
| Ellis       | Burks         | 3333333  | 1995 | 14 |
| Ellis       | Burks         | 2333333  | 1994 | 13 |
| Ellis       | Burks         | 2050000  | 1993 | 17 |
| Ellis       | Burks         | 2300000  | 1992 | 8  |
| Ellis       | Burks         | 1825000  | 1991 | 14 |
| Ellis       | Burks         | 475000   | 1990 | 21 |
| Ellis       | Burks         | 275000   | 1989 | 12 |
| Ellis       | Burks         | 125000   | 1988 | 18 |
| Ellis       | Burks         | 62500    | 1987 | 20 |
| Rick        | Burleson      | 200000   | 1987 | 2  |
| Rick        | Burleson      | 856667   | 1986 | 5  |
| A. J.       | Burnett       | 250000   | 2001 | 0  |
| A. J.       | Burnett       | 204000   | 2000 | 1  |
| A. J.       | Burnett       | 200000   | 1999 | 0  |
| Jeromy      | Burnitz       | 5512500  | 2001 | 34 |
| Jeromy      | Burnitz       | 4462500  | 2000 | 31 |
| Jeromy      | Burnitz       | 3612500  | 1999 | 33 |
| Jeromy      | Burnitz       | 912500   | 1998 | 38 |
| Jeromy      | Burnitz       | 225000   | 1997 | 27 |
| Jeromy      | Burnitz       | 190000   | 1996 | 7  |
| Jeromy      | Burnitz       | 190000   | 1996 | 2  |
| Jeromy      | Burnitz       | 185000   | 1995 | 0  |
| Jeromy      | Burnitz       | 175000   | 1994 | 3  |
| Britt       | Burns         | 727500   | 1985 | 0  |
| Todd        | Burns         | 575000   | 1993 | 0  |
| Todd        | Burns         | 575000   | 1993 | 0  |
| Todd        | Burns         | 345000   | 1992 | 0  |
| Todd        | Burns         | 325000   | 1991 | 0  |
| Todd        | Burns         | 235000   | 1990 | 0  |
| Todd        | Burns         | 100000   | 1989 | 0  |
| Pat         | Burrell       | 1905000  | 2001 | 27 |
| Ray         | Burris        | 100000   | 1987 | 0  |
| Ray         | Burris        | 581250   | 1985 | 0  |
| Jeff        | Burroughs     | 350000   | 1985 | 6  |
| Terry       | Burrows       | 109000   | 1995 | 0  |
| Mike        | Busby         | 220000   | 1999 | 0  |
| Mike        | Busby         | 172500   | 1998 | 0  |
| Mike        | Busby         | 109000   | 1996 | 0  |
| Mike        | Busch         | 109000   | 1995 | 3  |
| Homer       | Bush          | 2550000  | 2001 | 3  |
| Homer       | Bush          | 1450000  | 2000 | 1  |
| Homer       | Bush          | 227000   | 1999 | 5  |
| Homer       | Bush          | 178900   | 1998 | 1  |
| Randy       | Bush          | 250000   | 1993 | 0  |
| Randy       | Bush          | 450000   | 1992 | 2  |
| Randy       | Bush          | 500000   | 1991 | 6  |
| Randy       | Bush          | 350000   | 1990 | 6  |
| Randy       | Bush          | 550000   | 1989 | 14 |
| Randy       | Bush          | 350000   | 1988 | 14 |
| Randy       | Bush          | 300000   | 1987 | 11 |
| Randy       | Bush          | 220000   | 1986 | 7  |
| Randy       | Bush          | 120000   | 1985 | 10 |
| John        | Butcher       | 385000   | 1986 | 0  |
| John        | Butcher       | 385000   | 1986 | 0  |
| John        | Butcher       | 320000   | 1985 | 0  |
| Mike        | Butcher       | 175000   | 1995 | 0  |
| Mike        | Butcher       | 160000   | 1994 | 0  |
| Mike        | Butcher       | 115000   | 1993 | 0  |
| Sal         | Butera        | 62500    | 1987 | 1  |
| Sal         | Butera        | 62500    | 1987 | 1  |
| Sal         | Butera        | 102500   | 1986 | 2  |
| Adam        | Butler        | 170000   | 1998 | 0  |
| Brett       | Butler        | 1733304  | 1997 | 0  |
| Brett       | Butler        | 2000000  | 1996 | 0  |
| Brett       | Butler        | 2000000  | 1995 | 1  |
| Brett       | Butler        | 2000000  | 1995 | 0  |
| Brett       | Butler        | 3500000  | 1994 | 8  |
| Brett       | Butler        | 3333333  | 1993 | 1  |
| Brett       | Butler        | 3333333  | 1992 | 3  |
| Brett       | Butler        | 2833333  | 1991 | 2  |
| Brett       | Butler        | 1100000  | 1990 | 3  |
| Brett       | Butler        | 900000   | 1989 | 4  |
| Brett       | Butler        | 900000   | 1988 | 6  |
| Brett       | Butler        | 765000   | 1987 | 9  |
| Brett       | Butler        | 850000   | 1986 | 4  |
| Brett       | Butler        | 425000   | 1985 | 5  |
| Rich        | Butler        | 215000   | 1999 | 0  |
| Rich        | Butler        | 170000   | 1998 | 7  |
| Rob         | Butler        | 275000   | 1999 | 0  |
| Rob         | Butler        | 109000   | 1993 | 0  |
| Tim         | Byrdak        | 200000   | 1999 | 0  |
| Paul        | Byrd          | 1885000  | 2000 | 0  |
| Paul        | Byrd          | 297500   | 1999 | 0  |
| Paul        | Byrd          | 237500   | 1998 | 0  |
| Paul        | Byrd          | 237500   | 1998 | 0  |
| Paul        | Byrd          | 175000   | 1997 | 0  |
| Paul        | Byrd          | 123000   | 1996 | 0  |
| Paul        | Byrd          | 109000   | 1995 | 0  |
| Marty       | Bystrom       | 250000   | 1985 | 0  |
| Enos        | Cabell        | 450000   | 1986 | 2  |
| Enos        | Cabell        | 291667   | 1985 | 2  |
| Enos        | Cabell        | 291667   | 1985 | 0  |
| Francisco   | Cabrera       | 181500   | 1993 | 4  |
| Francisco   | Cabrera       | 148000   | 1992 | 2  |
| Francisco   | Cabrera       | 110000   | 1991 | 4  |
| Jose        | Cabrera       | 252500   | 2000 | 0  |
| Jose        | Cabrera       | 215000   | 1999 | 0  |
| Jose        | Cabrera       | 180000   | 1998 | 0  |
| Jolbert     | Cabrera       | 237000   | 2001 | 1  |
| Jolbert     | Cabrera       | 203000   | 1999 | 0  |
| Orlando     | Cabrera       | 340000   | 2001 | 14 |
| Orlando     | Cabrera       | 265000   | 2000 | 13 |
| Orlando     | Cabrera       | 225000   | 1999 | 8  |
| Orlando     | Cabrera       | 170500   | 1998 | 3  |
| Edgar       | Caceres       | 109000   | 1995 | 1  |
| Greg        | Cadaret       | 330000   | 1998 | 0  |
| Greg        | Cadaret       | 330000   | 1998 | 0  |
| Greg        | Cadaret       | 550000   | 1994 | 0  |
| Greg        | Cadaret       | 550000   | 1994 | 0  |
| Greg        | Cadaret       | 1190000  | 1993 | 0  |
| Greg        | Cadaret       | 1190000  | 1993 | 0  |
| Greg        | Cadaret       | 109000   | 1993 | 0  |
| Greg        | Cadaret       | 109000   | 1993 | 0  |
| Greg        | Cadaret       | 1190000  | 1992 | 0  |
| Greg        | Cadaret       | 675000   | 1991 | 0  |
| Greg        | Cadaret       | 265000   | 1990 | 0  |
| Greg        | Cadaret       | 154071   | 1989 | 0  |
| Greg        | Cadaret       | 154071   | 1989 | 0  |
| Greg        | Cadaret       | 62500    | 1987 | 0  |
| Miguel      | Cairo         | 295000   | 2000 | 1  |
| Miguel      | Cairo         | 235000   | 1999 | 3  |
| Miguel      | Cairo         | 195000   | 1998 | 5  |
| Ivan        | Calderon      | 3000000  | 1993 | 1  |
| Ivan        | Calderon      | 109000   | 1993 | 1  |
| Ivan        | Calderon      | 3000000  | 1993 | 0  |
| Ivan        | Calderon      | 109000   | 1993 | 0  |
| Ivan        | Calderon      | 2600000  | 1992 | 3  |
| Ivan        | Calderon      | 2215000  | 1991 | 19 |
| Ivan        | Calderon      | 925000   | 1990 | 14 |
| Ivan        | Calderon      | 380000   | 1989 | 14 |
| Ivan        | Calderon      | 140000   | 1988 | 14 |
| Ivan        | Calderon      | 85000    | 1987 | 28 |
| Jeff        | Calhoun       | 125000   | 1988 | 0  |
| Jeff        | Calhoun       | 85000    | 1987 | 0  |
| Jeff        | Calhoun       | 95000    | 1986 | 0  |
| Ernie       | Camacho       | 150000   | 1990 | 0  |
| Ernie       | Camacho       | 150000   | 1990 | 0  |
| Ernie       | Camacho       | 145000   | 1986 | 0  |
| Ernie       | Camacho       | 115000   | 1985 | 0  |
| Mike        | Cameron       | 3416667  | 2001 | 25 |
| Mike        | Cameron       | 2225000  | 2000 | 19 |
| Mike        | Cameron       | 295000   | 1999 | 21 |
| Mike        | Cameron       | 230000   | 1998 | 8  |
| Mike        | Cameron       | 160000   | 1997 | 14 |
| Mike        | Cameron       | 115000   | 1996 | 0  |
| Mike        | Cameron       | 109000   | 1995 | 1  |
| Ken         | Caminiti      | 3500000  | 2001 | 9  |
| Ken         | Caminiti      | 3500000  | 2001 | 6  |
| Ken         | Caminiti      | 4500000  | 2000 | 15 |
| Ken         | Caminiti      | 4500000  | 1999 | 13 |
| Ken         | Caminiti      | 3500000  | 1998 | 29 |
| Ken         | Caminiti      | 3150000  | 1997 | 26 |
| Ken         | Caminiti      | 3275000  | 1996 | 40 |
| Ken         | Caminiti      | 4600000  | 1995 | 26 |
| Ken         | Caminiti      | 3250000  | 1994 | 18 |
| Ken         | Caminiti      | 3150000  | 1993 | 13 |
| Ken         | Caminiti      | 1500000  | 1992 | 13 |
| Ken         | Caminiti      | 2200000  | 1991 | 13 |
| Ken         | Caminiti      | 240000   | 1990 | 4  |
| Ken         | Caminiti      | 129000   | 1989 | 10 |
| Ken         | Caminiti      | 62500    | 1987 | 3  |
| Bill        | Campbell      | 200000   | 1986 | 0  |
| Bill        | Campbell      | 457500   | 1985 | 0  |
| Kevin       | Campbell      | 115500   | 1992 | 0  |
| Mike        | Campbell      | 125000   | 1996 | 0  |
| Mike        | Campbell      | 109000   | 1994 | 0  |
| Mike        | Campbell      | 62500    | 1988 | 0  |
| Rick        | Camp          | 633333   | 1985 | 1  |
| Sil         | Campusano     | 220000   | 1991 | 1  |
| Sil         | Campusano     | 100000   | 1990 | 2  |
| Sil         | Campusano     | 62500    | 1988 | 2  |
| George      | Canale        | 100000   | 1990 | 0  |
| Willie      | Canate        | 109000   | 1993 | 1  |
| Casey       | Candaele      | 150000   | 1996 | 1  |
| Casey       | Candaele      | 775000   | 1993 | 1  |
| Casey       | Candaele      | 935000   | 1992 | 1  |
| Casey       | Candaele      | 350000   | 1991 | 4  |
| Casey       | Candaele      | 110000   | 1988 | 0  |
| Casey       | Candaele      | 110000   | 1988 | 0  |
| Casey       | Candaele      | 62500    | 1987 | 1  |
| John        | Candelaria    | 760000   | 1993 | 0  |
| John        | Candelaria    | 1250000  | 1992 | 0  |
| John        | Candelaria    | 830000   | 1991 | 0  |
| John        | Candelaria    | 500000   | 1990 | 0  |
| John        | Candelaria    | 500000   | 1990 | 0  |
| John        | Candelaria    | 800000   | 1989 | 0  |
| John        | Candelaria    | 800000   | 1989 | 0  |
| John        | Candelaria    | 700000   | 1988 | 0  |
| John        | Candelaria    | 800000   | 1987 | 0  |
| John        | Candelaria    | 800000   | 1987 | 0  |
| John        | Candelaria    | 800000   | 1986 | 0  |
| John        | Candelaria    | 612500   | 1985 | 0  |
| John        | Candelaria    | 612500   | 1985 | 0  |
| Tom         | Candiotti     | 3000000  | 1999 | 0  |
| Tom         | Candiotti     | 3000000  | 1999 | 0  |
| Tom         | Candiotti     | 2850000  | 1998 | 0  |
| Tom         | Candiotti     | 3000000  | 1997 | 0  |
| Tom         | Candiotti     | 3000000  | 1996 | 0  |
| Tom         | Candiotti     | 4450000  | 1995 | 0  |
| Tom         | Candiotti     | 3650000  | 1994 | 0  |
| Tom         | Candiotti     | 3650000  | 1993 | 0  |
| Tom         | Candiotti     | 3750000  | 1992 | 0  |
| Tom         | Candiotti     | 2500000  | 1991 | 0  |
| Tom         | Candiotti     | 2500000  | 1991 | 0  |
| Tom         | Candiotti     | 1050000  | 1990 | 0  |
| Tom         | Candiotti     | 505000   | 1989 | 0  |
| Tom         | Candiotti     | 230000   | 1988 | 0  |
| Tom         | Candiotti     | 160000   | 1987 | 0  |
| Tom         | Candiotti     | 80000    | 1986 | 0  |
| John        | Cangelosi     | 550000   | 1998 | 1  |
| John        | Cangelosi     | 525000   | 1997 | 1  |
| John        | Cangelosi     | 280000   | 1996 | 1  |
| John        | Cangelosi     | 182500   | 1995 | 2  |
| John        | Cangelosi     | 175000   | 1994 | 0  |
| John        | Cangelosi     | 152500   | 1989 | 0  |
| John        | Cangelosi     | 125000   | 1988 | 0  |
| John        | Cangelosi     | 800000   | 1987 | 4  |
| John        | Cangelosi     | 60000    | 1986 | 2  |
| Jay         | Canizaro      | 109000   | 1996 | 2  |
| Jose        | Canseco       | 3000000  | 2000 | 9  |
| Jose        | Canseco       | 3000000  | 2000 | 6  |
| Jose        | Canseco       | 3325000  | 1999 | 34 |
| Jose        | Canseco       | 2125000  | 1998 | 46 |
| Jose        | Canseco       | 4225000  | 1997 | 23 |
| Jose        | Canseco       | 4725000  | 1996 | 28 |
| Jose        | Canseco       | 5800000  | 1995 | 24 |
| Jose        | Canseco       | 5100000  | 1994 | 31 |
| Jose        | Canseco       | 4800000  | 1993 | 10 |
| Jose        | Canseco       | 4300000  | 1992 | 22 |
| Jose        | Canseco       | 4300000  | 1992 | 4  |
